ID,Genero,Edad,Nivel_Educativo,Cargo,Pais,Experiencia,Salario
2752,M,57,Secundaria,Asistente,DE,38,115293
2753,F,60,Secundaria,Supervisor,BR,6,92552
2754,F,48,Secundaria,Asistente,US,3,112783
2755,F,59,Licenciatura,Supervisor,ES,40,102460
2756,M,42,Secundaria,Analista,FR,1,103003
2757,M,39,Doctorado,Especialista,FR,13,62893
2758,M,41,Preparatoria,Analista,BR,11,101397
2759,F,32,Licenciatura,Especialista,MX,26,99509
2760,M,54,Preparatoria,Gerente,MX,32,39934
2761,M,25,Licenciatura,Analista,MX,7,105025
2762,F,49,Licenciatura,Gerente,DE,18,83467
2763,M,56,Licenciatura,Analista,ES,38,26921
2764,M,28,Licenciatura,Analista,ES,19,33781
2765,F,25,Preparatoria,Analista,FR,40,118256
2766,F,49,Doctorado,Asistente,ES,34,59617
2767,F,26,Preparatoria,Director,BR,5,46645
2768,F,49,Doctorado,Gerente,ES,40,81464
2769,F,39,Licenciatura,Analista,MX,19,111549
2770,F,49,Secundaria,Asistente,BR,9,43293
2771,F,50,Licenciatura,Analista,US,5,28448
2772,F,34,Licenciatura,Director,DE,30,53094
2773,M,34,Licenciatura,Gerente,MX,39,86245
2774,M,29,Maestría,Asistente,ES,17,31682
2775,M,59,Maestría,Especialista,DE,11,92576
2776,M,36,Doctorado,Especialista,BR,33,85390
2777,M,43,Secundaria,Supervisor,US,7,95851
2778,M,45,Maestría,Supervisor,US,32,47482
2779,M,31,Doctorado,Supervisor,FR,39,38853
2780,M,41,Preparatoria,Analista,ES,15,36668
2781,F,40,Maestría,Gerente,FR,19,78836
2782,F,49,Preparatoria,Especialista,US,3,32198
2783,F,51,Preparatoria,Especialista,FR,26,45756
2784,F,21,Preparatoria,Director,MX,22,111606
2785,M,24,Maestría,Supervisor,BR,11,112209
2786,F,50,Preparatoria,Gerente,US,31,111411
2787,M,27,Doctorado,Gerente,ES,29,28595
2788,F,42,Doctorado,Gerente,FR,23,107683
2789,F,50,Doctorado,Director,FR,33,111565
2790,F,49,Maestría,Especialista,DE,20,107283
2791,F,30,Maestría,Director,ES,19,59012
2792,M,38,Licenciatura,Especialista,FR,26,37462
2793,M,42,Secundaria,Asistente,FR,27,96532
2794,M,58,Licenciatura,Director,ES,16,35969
2795,F,56,Preparatoria,Especialista,DE,20,55829
2796,M,28,Maestría,Analista,MX,21,73414
2797,M,52,Maestría,Analista,US,14,114698
2798,F,26,Preparatoria,Gerente,MX,16,116988
2799,M,45,Maestría,Asistente,DE,30,105636
2800,M,26,Maestría,Especialista,DE,10,99915
2801,M,40,Doctorado,Asistente,DE,10,92234
2802,F,55,Secundaria,Supervisor,ES,3,103049
2803,F,24,Licenciatura,Especialista,ES,6,91120
2804,M,39,Preparatoria,Director,BR,4,101639
2805,F,54,Doctorado,Especialista,DE,38,83796
2806,F,49,Preparatoria,Gerente,US,8,44215
2807,M,45,Licenciatura,Gerente,US,10,39674
2808,M,57,Secundaria,Director,ES,7,35944
2809,F,46,Maestría,Especialista,BR,29,83255
2810,F,35,Licenciatura,Analista,US,9,27937
2811,M,59,Licenciatura,Gerente,BR,10,95451
2812,M,35,Preparatoria,Gerente,ES,5,91014
2813,F,55,Maestría,Director,ES,19,107045
2814,M,30,Maestría,Supervisor,US,22,102024
2815,M,50,Maestría,Gerente,DE,21,62980
2816,M,44,Doctorado,Analista,DE,38,111702
2817,M,24,Licenciatura,Especialista,ES,16,91613
2818,M,41,Licenciatura,Supervisor,ES,31,29002
2819,M,33,Doctorado,Supervisor,FR,28,34254
2820,M,57,Secundaria,Director,DE,27,96646
2821,M,47,Doctorado,Analista,MX,8,77297
2822,F,47,Secundaria,Gerente,US,36,59083
2823,F,56,Preparatoria,Director,MX,38,64860
2824,M,41,Preparatoria,Analista,DE,20,95137
2825,F,54,Licenciatura,Gerente,BR,14,43119
2826,M,35,Doctorado,Especialista,BR,31,46065
2827,M,31,Doctorado,Analista,BR,3,40760
2828,M,24,Doctorado,Asistente,BR,24,84151
2829,M,56,Doctorado,Director,MX,11,71668
2830,F,51,Maestría,Supervisor,FR,26,93412
2831,M,27,Maestría,Asistente,MX,13,92258
2832,M,57,Preparatoria,Analista,FR,23,55557
2833,F,58,Maestría,Supervisor,ES,5,99853
2834,M,49,Secundaria,Gerente,MX,4,82718
2835,M,40,Doctorado,Supervisor,FR,3,91433
2836,F,55,Maestría,Analista,BR,17,73994
2837,M,26,Preparatoria,Analista,MX,25,82365
2838,M,48,Maestría,Analista,FR,12,26511
2839,F,31,Secundaria,Asistente,ES,32,95660
2840,F,39,Licenciatura,Especialista,FR,30,47619
2841,F,45,Doctorado,Director,BR,26,33089
2842,M,24,Maestría,Gerente,ES,21,28367
2843,F,58,Licenciatura,Asistente,FR,29,59013
2844,F,26,Secundaria,Asistente,ES,9,95791
2845,M,58,Preparatoria,Gerente,DE,21,31137
2846,F,44,Secundaria,Gerente,MX,28,79891
2847,M,40,Doctorado,Analista,DE,21,87168
2848,M,51,Preparatoria,Analista,MX,37,66969
2849,F,23,Secundaria,Director,FR,12,87033
2850,F,25,Doctorado,Especialista,MX,1,112370
2851,F,33,Maestría,Director,FR,11,37281
2852,M,28,Secundaria,Supervisor,MX,17,48570
2853,M,57,Preparatoria,Supervisor,FR,27,49761
2854,M,60,Preparatoria,Especialista,US,6,74840
2855,F,20,Secundaria,Director,FR,32,98849
2856,F,29,Maestría,Asistente,MX,22,36157
2857,F,29,Licenciatura,Director,FR,10,64263
2858,F,48,Preparatoria,Especialista,BR,3,103077
2859,M,54,Preparatoria,Supervisor,FR,9,77852
2860,M,38,Licenciatura,Director,DE,16,36993
2861,F,44,Doctorado,Director,US,33,109928
2862,F,59,Secundaria,Supervisor,MX,39,112553
2863,M,56,Maestría,Analista,DE,32,36014
2864,F,48,Secundaria,Director,BR,18,45687
2865,M,32,Licenciatura,Director,ES,13,91964
2866,M,33,Doctorado,Especialista,BR,12,90494
2867,M,40,Secundaria,Director,BR,27,113387
2868,F,39,Preparatoria,Asistente,DE,3,102388
2869,F,56,Licenciatura,Especialista,US,1,60443
2870,F,39,Maestría,Asistente,DE,24,46672
2871,F,47,Maestría,Supervisor,ES,22,103630
2872,F,42,Preparatoria,Analista,MX,40,112872
2873,F,25,Secundaria,Director,US,24,80505
2874,F,57,Preparatoria,Especialista,DE,22,98359
2875,F,20,Doctorado,Asistente,FR,1,91150
2876,M,59,Maestría,Especialista,ES,7,44718
2877,M,52,Maestría,Especialista,BR,31,85733
2878,F,45,Secundaria,Analista,FR,33,76393
2879,M,28,Maestría,Gerente,DE,13,100837
2880,M,38,Preparatoria,Supervisor,DE,14,112854
2881,F,23,Preparatoria,Gerente,BR,10,87539
2882,M,43,Preparatoria,Especialista,MX,22,112108
2883,F,55,Licenciatura,Gerente,BR,33,108281
2884,F,23,Maestría,Director,FR,18,31556
2885,M,20,Maestría,Supervisor,ES,34,60013
2886,M,55,Preparatoria,Analista,MX,26,30653
2887,M,42,Doctorado,Gerente,FR,34,102180
2888,M,27,Doctorado,Asistente,BR,38,71483
2889,M,38,Licenciatura,Especialista,MX,40,55059
2890,F,21,Doctorado,Especialista,MX,40,118504
2891,M,35,Preparatoria,Supervisor,US,13,40455
2892,M,47,Doctorado,Director,ES,28,58901
2893,F,57,Maestría,Gerente,BR,3,36591
2894,F,45,Licenciatura,Especialista,US,30,101149
2895,M,60,Preparatoria,Analista,ES,38,80511
2896,M,40,Secundaria,Gerente,US,36,39744
2897,M,44,Preparatoria,Supervisor,FR,19,71479
2898,F,45,Maestría,Especialista,DE,35,80987
2899,F,44,Secundaria,Analista,ES,30,30769
2900,M,47,Maestría,Director,FR,3,89796
2901,F,54,Doctorado,Especialista,BR,19,97331
2902,M,33,Preparatoria,Especialista,DE,22,109191
2903,M,31,Doctorado,Asistente,DE,2,57520
2904,F,50,Licenciatura,Supervisor,US,27,48203
2905,F,28,Doctorado,Asistente,FR,38,88898
2906,M,32,Maestría,Gerente,ES,5,62239
2907,F,55,Maestría,Director,DE,31,113367
2908,M,44,Maestría,Especialista,FR,27,115561
2909,M,43,Doctorado,Director,US,30,97510
2910,M,46,Secundaria,Director,US,39,98162
2911,M,29,Secundaria,Supervisor,US,37,54377
2912,M,38,Licenciatura,Asistente,US,15,68687
2913,M,28,Maestría,Supervisor,ES,21,119747
2914,F,28,Licenciatura,Director,US,38,74464
2915,M,20,Licenciatura,Director,MX,15,71405
2916,F,24,Maestría,Gerente,MX,29,39025
2917,M,21,Doctorado,Analista,FR,17,85324
2918,M,29,Preparatoria,Asistente,FR,20,101157
2919,F,51,Maestría,Asistente,MX,3,111328
2920,M,47,Preparatoria,Especialista,US,15,112821
2921,F,28,Preparatoria,Director,FR,38,109040
2922,M,25,Doctorado,Asistente,ES,17,77187
2923,M,28,Maestría,Analista,MX,26,48819
2924,M,46,Maestría,Supervisor,ES,17,63384
2925,M,49,Maestría,Supervisor,ES,1,108885
2926,M,58,Preparatoria,Asistente,US,34,30920
2927,F,47,Doctorado,Director,DE,15,104265
2928,M,59,Secundaria,Director,US,3,80264
2929,F,31,Maestría,Analista,US,15,117013
2930,F,49,Secundaria,Analista,ES,29,108840
2931,M,52,Preparatoria,Supervisor,US,16,62098
2932,F,47,Preparatoria,Especialista,BR,26,104930
2933,F,55,Licenciatura,Gerente,ES,1,74324
2934,F,48,Doctorado,Supervisor,US,28,75296
2935,M,44,Licenciatura,Especialista,US,4,96669
2936,M,42,Secundaria,Gerente,ES,5,57591
2937,F,34,Preparatoria,Asistente,MX,18,119418
2938,F,31,Maestría,Director,US,35,59711
2939,F,47,Maestría,Asistente,BR,35,105190
2940,M,58,Doctorado,Asistente,MX,27,81270
2941,F,20,Secundaria,Especialista,BR,2,28358
2942,M,56,Licenciatura,Gerente,MX,33,59818
2943,M,51,Secundaria,Director,BR,20,84383
2944,F,35,Secundaria,Supervisor,DE,39,92069
2945,F,52,Doctorado,Director,DE,4,65946
2946,F,37,Licenciatura,Analista,US,32,44882
2947,M,46,Maestría,Director,BR,38,33488
2948,M,54,Maestría,Analista,MX,14,83188
2949,M,56,Preparatoria,Supervisor,BR,35,26522
2950,F,43,Licenciatura,Analista,BR,36,45047
2951,M,22,Preparatoria,Gerente,BR,19,98509
2952,M,22,Doctorado,Director,US,8,69304
2953,F,56,Secundaria,Asistente,US,16,38396
2954,M,50,Maestría,Analista,BR,25,75585
2955,M,43,Secundaria,Analista,FR,36,43656
2956,F,27,Secundaria,Supervisor,MX,22,45946
2957,M,57,Maestría,Director,MX,12,71605
2958,F,50,Maestría,Analista,US,35,101021
2959,M,25,Licenciatura,Supervisor,FR,13,56871
2960,M,29,Maestría,Director,FR,1,107616
2961,F,53,Preparatoria,Especialista,DE,28,78297
2962,F,37,Maestría,Analista,FR,6,61073
2963,M,49,Secundaria,Analista,MX,22,96122
2964,M,53,Secundaria,Director,US,16,96658
2965,F,25,Licenciatura,Gerente,US,31,41391
2966,F,53,Secundaria,Director,MX,2,25044
2967,M,59,Preparatoria,Director,BR,7,90867
2968,F,25,Licenciatura,Asistente,DE,9,100218
2969,M,35,Maestría,Especialista,FR,17,54098
2970,M,50,Maestría,Asistente,ES,11,59854
2971,M,60,Maestría,Gerente,DE,19,95073
2972,F,24,Secundaria,Analista,ES,17,77445
2973,F,60,Secundaria,Especialista,BR,27,94822
2974,M,54,Doctorado,Director,US,11,116316
2975,M,57,Preparatoria,Gerente,US,28,90773
2976,M,39,Maestría,Especialista,MX,14,54878
2977,F,59,Preparatoria,Gerente,FR,11,105488
2978,F,23,Maestría,Supervisor,ES,24,30385
2979,F,41,Licenciatura,Asistente,BR,7,82135
2980,M,54,Preparatoria,Analista,ES,19,43017
2981,F,20,Preparatoria,Director,FR,20,58886
2982,F,50,Secundaria,Gerente,MX,35,76798
2983,F,49,Doctorado,Analista,BR,36,87852
2984,F,52,Secundaria,Supervisor,MX,5,44836
2985,F,50,Preparatoria,Director,MX,5,94102
2986,M,56,Licenciatura,Gerente,BR,10,83349
2987,F,41,Secundaria,Especialista,BR,8,103897
2988,M,46,Doctorado,Especialista,BR,1,100464
2989,M,42,Maestría,Supervisor,MX,16,33932
2990,F,38,Preparatoria,Supervisor,ES,5,80694
2991,M,38,Secundaria,Supervisor,ES,18,27890
2992,M,30,Secundaria,Analista,ES,12,106689
2993,F,22,Licenciatura,Director,MX,8,33311
2994,M,58,Preparatoria,Director,BR,29,36689
2995,F,39,Maestría,Asistente,DE,22,64308
2996,F,56,Licenciatura,Director,ES,8,34680
2997,M,36,Preparatoria,Gerente,US,33,53108
2998,M,23,Preparatoria,Asistente,DE,35,39804
2999,F,60,Secundaria,Supervisor,MX,30,101873
3000,M,50,Doctorado,Especialista,DE,33,119997
